DeliveryPersonAge,DeliveryPersonRatings,RestaurantLatitude,RestaurantLongitude,DeliveryLocationLatitude,DeliveryLocationLongitude,TimeOrdered,TimeOrderPickedUp,WeatherCondition,RoadTrafficDensity,VehicleCondition,TypeOfOrder,VehicleType,MultipleDeliveries,City,TimeTaken(min)
27,4.9,18.533811,73.899315,18.603811,73.969315,21:35,21:40,4,1,0,3,3,1.0,1,24.0
33,4.6,12.337928,76.617889,12.427928,76.707889,22:60,23:10,4,2,1,0,4,0.0,3,23.0
25,4.6,11.000762,76.981876,11.030762,77.011876,18:50,19:05,3,3,1,0,4,,1,25.0
34,4.6,26.914142,75.805704,27.054142,75.945704,20:50,21:05,4,1,2,2,4,1.0,1,30.0
27,4.1,30.366322,78.070453,30.496322,78.200453,20:45,20:60,1,1,2,1,4,0.0,3,40.0
37,4.9,12.311072,76.654878,12.321072,76.664878,8:40,8:50,3,2,2,1,4,1.0,3,24.0
31,4.9,0.0,0.0,0.06,0.06,20:15,20:30,3,1,1,1,3,1.0,1,29.0
27,4.5,10.020683,76.310631,10.100683,76.390631,18:35,18:45,6,3,2,3,2,1.0,1,25.0
32,4.9,22.310237,73.158921,22.360237,73.208921,22:20,22:25,6,2,2,3,4,1.0,3,20.0
39,3.8,12.311072,76.654878,12.381072,76.724878,20:20,20:25,6,1,1,3,3,2.0,1,44.0
23,4.9,22.727021,75.884167,22.857021,76.014167,17:40,17:50,4,3,0,0,3,1.0,1,24.0
31,4.7,26.910262,75.783013,26.940262,75.813013,18:45,18:55,0,3,2,1,4,,1,16.0
27,4.4,21.183434,72.814492,21.253434,72.884492,20:30,20:40,0,1,1,1,3,2.0,1,42.0
27,4.8,22.651847,75.881991,22.681847,75.911991,20:25,20:30,2,1,1,2,3,0.0,3,18.0
39,4.8,11.010375,76.95295,11.100375,77.04295,19:50,19:60,4,1,2,0,4,1.0,1,25.0
39,4.9,10.96185,76.971082,11.05185,77.061082,18:55,18:60,4,3,1,3,4,0.0,1,19.0
38,4.7,12.311072,76.654878,12.371072,76.714878,22:40,22:45,4,2,2,0,2,0.0,1,11.0
26,4.7,12.981615,80.231598,12.991615,80.241598,9:45,9:60,3,2,1,1,4,0.0,1,15.0
0,,30.335259,78.053162,30.425259,78.143162,,18:55,4,3,2,2,2,1.0,3,18.0
32,3.7,13.044694,80.26147,13.124694,80.34147,19:60,20:15,2,1,2,2,4,1.0,1,35.0
27,4.2,22.308096,73.167753,22.438096,73.297753,19:30,19:40,6,1,0,1,3,1.0,1,34.0
35,4.5,21.175104,72.804342,21.235104,72.864342,18:45,18:60,2,3,0,1,3,0.0,1,26.0
34,4.7,19.065838,72.832658,19.135838,72.902658,21:30,21:40,6,1,0,0,3,2.0,1,37.0
31,4.2,26.911378,75.789034,26.931378,75.809034,8:50,9:05,3,2,0,0,3,0.0,1,33.0
35,4.7,0.0,0.0,0.04,0.04,13:20,13:25,0,0,0,0,3,1.0,1,33.0
28,5.0,26.911378,75.789034,26.931378,75.809034,11:60,12:10,3,0,2,1,3,0.0,1,21.0
20,4.8,0.0,0.0,0.08,0.08,22:15,22:25,3,2,2,0,4,1.0,1,18.0
35,4.6,21.175975,72.795503,21.285975,72.905503,21:10,21:25,1,1,0,3,3,1.0,1,45.0
20,4.6,12.321214,76.621094,12.411214,76.711094,18:10,18:20,4,3,1,1,3,,3,18.0
22,4.7,19.003517,72.82765,19.083517,72.90765,17:50,18:05,2,3,2,1,2,1.0,1,21.0
22,4.6,12.972532,77.608179,13.052532,77.688179,21:45,21:60,6,1,1,0,4,1.0,3,16.0
30,5.0,19.176269,72.836721,19.216269,72.876721,14:20,14:25,0,0,0,0,3,1.0,1,27.0
24,4.7,-30.902872,75.826808,30.972872,75.896808,22:35,22:45,0,2,1,2,3,1.0,3,20.0
21,4.7,12.972532,77.608179,13.082532,77.718179,18:50,19:05,6,3,2,1,2,1.0,3,19.0
23,4.9,0.0,0.0,0.13,0.13,22:15,22:25,1,2,2,2,4,1.0,1,23.0
21,4.1,13.027018,80.254791,13.107018,80.334791,20:55,20:60,6,1,0,3,3,1.0,3,33.0
27,4.8,22.552672,88.352885,22.582672,88.382885,17:50,17:55,3,3,1,3,4,1.0,4,22.0
29,2.5,13.091809,80.219104,13.201809,80.329104,22:40,22:55,4,2,1,3,3,2.0,1,35.0
35,4.2,22.745049,75.892471,22.855049,76.002471,17:20,17:30,3,3,2,2,4,1.0,1,35.0
22,4.9,17.483216,78.552111,17.573216,78.642111,20:30,20:40,3,1,2,0,4,0.0,1,16.0
29,4.7,12.98041,77.640489,13.09041,77.750489,20:40,20:45,3,1,0,3,3,1.0,3,26.0
21,4.9,22.751857,75.866699,22.761857,75.876699,8:50,8:55,2,2,1,0,4,1.0,1,19.0
39,4.9,15.303897,73.914336,15.353897,73.964336,23:25,23:35,6,2,2,3,4,0.0,3,24.0
25,4.6,18.51421,73.838429,18.55421,73.878429,12:50,12:60,1,0,2,2,4,1.0,3,23.0
22,4.6,21.17106,72.789292,21.26106,72.879292,23:25,23:35,4,2,0,2,3,1.0,3,28.0
30,4.9,26.910262,75.783013,26.930262,75.803013,10:45,10:60,1,2,1,2,4,1.0,3,15.0
28,4.8,19.221315,72.862381,19.331315,72.972381,23:40,23:55,0,2,2,1,4,1.0,1,28.0
39,4.4,22.744648,75.894377,22.824648,75.974377,17:50,17:60,1,3,1,3,3,1.0,1,41.0
21,4.3,10.96185,76.971082,11.07185,77.081082,21:20,21:25,1,1,2,0,2,1.0,1,32.0
26,4.6,30.893244,75.821817,30.983244,75.911817,17:35,17:45,4,3,0,2,3,1.0,1,29.0
25,4.8,22.310237,73.158921,22.440237,73.288921,19:35,19:40,4,1,1,3,3,0.0,3,11.0
31,4.5,22.551084,88.354127,22.571084,88.374127,9:20,9:35,1,2,1,0,4,0.0,1,16.0
0,,26.846156,75.8023,26.976156,75.9323,,23:50,6,2,1,2,4,1.0,1,25.0
22,4.6,12.913041,77.683237,12.953041,77.723237,12:60,13:15,0,0,0,0,3,1.0,3,24.0
33,4.1,12.3085,76.665808,12.3285,76.685808,9:20,9:30,6,2,0,2,3,1.0,1,34.0
38,4.6,23.371292,85.327872,23.501292,85.457872,17:30,17:35,2,3,1,3,4,0.0,3,22.0
29,4.8,13.029198,77.570997,13.109198,77.650997,19:20,19:35,3,1,2,2,4,0.0,3,27.0
24,4.6,19.055831,72.833984,19.095831,72.873984,14:35,14:40,4,0,1,1,3,1.0,1,13.0
27,4.9,17.429585,78.392621,17.479585,78.442621,23:60,24:10,0,2,2,0,4,1.0,1,19.0
39,4.7,30.893234,75.82172,30.933234,75.86172,15:15,15:20,4,3,2,0,4,1.0,1,21.0
33,4.6,17.455894,78.375467,17.465894,78.385467,9:30,9:35,1,2,2,3,2,,3,18.0
20,4.6,13.045479,80.23311,13.155479,80.34311,22:55,22:60,2,2,2,1,4,,1,12.0
28,4.4,11.022477,76.995667,11.112477,77.085667,17:10,17:25,3,3,0,1,3,1.0,1,39.0
35,4.7,23.374878,85.335739,23.484878,85.445739,23:15,23:30,0,2,2,1,2,1.0,1,27.0
20,4.5,22.53796,88.349843,22.55796,88.369843,8:20,8:35,3,2,1,3,3,0.0,1,14.0
28,4.6,21.175104,72.804342,21.185104,72.814342,8:20,8:30,3,2,2,3,4,0.0,1,16.0
37,4.0,19.103249,72.846749,19.163249,72.906749,23:15,23:30,3,2,0,2,3,1.0,1,25.0
33,4.8,13.086438,80.220672,13.156439,80.290672,23:55,24:10,2,2,0,2,3,1.0,1,24.0
20,4.9,26.892312,75.806896,27.022313,75.936896,23:30,23:35,2,2,1,0,3,0.0,1,11.0
20,4.8,12.326356,76.619103,12.376356,76.669103,18:25,18:35,6,3,2,2,4,1.0,1,26.0
27,4.4,10.035573,76.336958,10.165573,76.466958,20:35,20:45,2,1,0,3,3,0.0,1,37.0
28,4.6,23.359033,85.325347,23.409033,85.375347,20:35,20:40,6,1,0,1,3,1.0,1,28.0
33,4.5,12.986047,80.218114,13.116047,80.348114,17:45,17:55,3,3,2,3,3,1.0,1,26.0
28,4.9,22.310329,73.169083,22.400329,73.259083,22:30,22:45,1,2,0,0,3,1.0,1,22.0
27,4.7,12.986047,80.218114,13.006047,80.238114,8:25,8:30,2,2,2,1,4,0.0,3,11.0
28,4.6,12.316967,76.603067,12.356967,76.643067,14:45,14:50,2,0,1,0,3,0.0,1,11.0
32,4.9,22.725835,75.887648,22.855835,76.017648,22:30,22:45,2,2,0,0,3,1.0,3,22.0
32,4.5,19.131141,72.813074,19.26114,72.943074,18:25,18:35,2,3,1,0,4,1.0,1,20.0
38,4.8,13.005801,80.250744,13.055801,80.300744,18:20,18:30,0,3,2,0,2,1.0,4,15.0
27,4.6,17.440827,78.393391,17.500827,78.453391,20:60,21:05,2,1,1,2,3,1.0,3,23.0
27,4.7,13.086438,80.220672,13.126439,80.260672,13:20,13:30,4,0,2,1,3,1.0,1,19.0
26,4.1,22.745536,75.893106,22.775536,75.923106,21:30,21:35,0,1,1,3,4,0.0,3,32.0
32,4.6,10.027014,76.308053,10.087014,76.368053,17:20,17:25,6,3,0,0,3,1.0,1,36.0
37,4.4,19.866969,75.318894,19.946969,75.398894,22:20,22:30,1,2,1,1,3,0.0,1,32.0
39,4.9,22.515082,88.36783,22.565082,88.41783,18:35,18:45,3,3,1,3,3,0.0,1,32.0
38,4.9,22.310526,73.170937,22.400526,73.260937,19:60,20:05,3,1,1,3,4,1.0,1,26.0
24,4.9,11.025083,77.015393,11.065083,77.055393,12:20,12:30,0,0,0,3,3,1.0,3,25.0
26,5.0,12.334022,76.618203,12.364022,76.648203,23:40,23:55,3,2,1,1,4,1.0,3,16.0
36,4.7,21.173493,72.801953,21.193493,72.821953,8:50,8:60,3,2,1,2,3,1.0,3,21.0
27,4.8,30.905562,75.832841,31.035562,75.962841,23:45,23:55,2,2,2,3,3,1.0,3,16.0
38,4.6,26.90519,75.810753,26.98519,75.890753,23:60,24:05,2,2,1,0,3,,1,24.0
29,4.6,0.0,0.0,0.09,0.09,18:55,18:60,0,3,1,0,3,0.0,3,35.0
32,4.8,12.914264,77.6784,12.944264,77.7084,20:10,20:20,4,1,2,2,4,1.0,3,17.0
26,4.6,19.875908,75.358888,19.905908,75.388888,23:55,24:05,1,2,1,2,4,0.0,3,19.0
30,4.2,26.88842,75.800689,26.99842,75.910689,20:55,21:05,2,1,1,2,3,1.0,1,43.0
33,4.8,13.029198,77.570997,13.059198,77.600997,18:15,18:25,4,3,2,0,3,1.0,3,21.0
23,4.7,22.725835,75.887648,22.795835,75.957648,17:15,17:30,3,3,0,0,3,2.0,1,36.0
22,4.6,22.651847,75.881991,22.721847,75.951991,22:50,22:60,1,2,2,3,4,1.0,1,27.0
36,5.0,17.433809,78.386744,17.563809,78.516744,19:15,19:20,6,1,0,1,3,1.0,1,49.0
30,5.0,17.438263,78.397865,17.568263,78.527865,18:40,18:55,0,3,0,3,3,1.0,1,37.0
21,4.3,23.359033,85.325347,23.389033,85.355347,21:25,21:30,2,1,0,3,3,1.0,3,38.0
30,4.7,21.149669,72.772629,21.169669,72.792629,10:50,10:55,4,2,2,0,2,0.0,1,12.0
36,4.9,0.0,0.0,0.04,0.04,12:60,13:10,1,0,0,2,3,1.0,1,27.0
21,4.6,23.359194,85.325447,23.389194,85.355447,19:45,19:60,1,1,0,0,3,1.0,1,21.0
27,4.2,26.481547,80.299775,26.591547,80.409775,20:15,20:20,0,1,2,1,2,0.0,1,38.0
25,4.6,21.149669,72.772629,21.219669,72.842629,23:10,23:15,3,2,2,0,3,1.0,3,19.0
29,4.6,17.429585,78.392621,17.519585,78.482621,17:15,17:25,1,3,0,2,3,,1,38.0
36,4.5,21.175104,72.804342,21.265104,72.894342,18:55,18:60,6,3,1,1,3,1.0,3,22.0
38,4.8,12.334022,76.618203,12.344022,76.628203,9:10,9:15,1,2,1,1,3,1.0,3,17.0
38,4.6,19.221315,72.862381,19.261315,72.902381,15:10,15:15,6,3,2,2,4,1.0,1,33.0
38,4.6,26.891191,75.802083,26.941191,75.852083,21:55,22:10,0,1,0,0,3,1.0,3,32.0
29,4.8,21.170798,72.790489,21.300798,72.920489,20:60,21:10,3,1,2,1,4,1.0,1,29.0
31,4.5,22.725835,75.887648,22.815835,75.977648,21:20,21:30,4,1,2,2,4,1.0,1,24.0
27,4.9,19.178321,72.834715,19.308321,72.964715,18:35,18:45,1,3,0,3,3,0.0,1,37.0
20,4.9,11.003008,76.97544,11.133009,77.10544,23:40,23:50,1,2,0,1,3,0.0,1,24.0
29,4.5,18.53408,73.89852,18.61408,73.97852,19:60,20:05,0,1,0,0,3,1.0,3,47.0
33,4.0,22.311844,73.165081,22.351844,73.205081,13:55,14:05,2,0,0,2,3,1.0,1,32.0
27,4.8,17.410371,78.437225,17.490371,78.517225,20:45,20:60,4,1,2,2,4,0.0,1,21.0
30,4.9,30.327968,78.046106,30.437968,78.156106,23:50,23:55,2,2,2,1,4,1.0,1,17.0
20,4.9,22.75004,75.902847,22.88004,76.032847,23:50,23:55,0,2,0,0,3,1.0,1,24.0
22,4.7,23.374989,85.335486,23.464989,85.425486,20:40,20:45,1,1,1,2,4,2.0,1,39.0
36,5.0,12.284747,76.625861,12.364747,76.705861,22:55,23:05,6,2,1,3,3,1.0,1,23.0
34,5.0,11.000762,76.981876,11.070762,77.051876,19:25,19:35,1,1,1,3,4,0.0,1,40.0
24,4.8,17.450851,78.379347,17.490851,78.419347,12:45,12:55,3,0,0,1,3,1.0,1,24.0
30,4.7,18.536718,73.830327,18.586718,73.880327,20:10,20:25,6,1,0,3,3,2.0,1,44.0
37,4.6,23.359194,85.325447,23.369194,85.335447,10:40,10:55,1,2,2,2,3,1.0,3,17.0
20,4.8,19.091458,72.827808,19.101458,72.837808,11:35,11:50,0,0,0,0,3,0.0,1,27.0
32,4.5,12.323194,76.630583,12.453194,76.760583,22:35,22:50,6,2,0,0,3,0.0,1,28.0
29,4.7,11.001852,76.976268,11.111852,77.086268,20:35,20:40,6,1,1,3,3,1.0,3,24.0
27,4.3,23.234249,77.434007,23.264249,77.464007,21:45,21:50,2,1,0,3,3,1.0,1,35.0
22,4.9,17.440827,78.393391,17.450827,78.403391,10:55,11:10,0,2,1,2,4,1.0,1,12.0
28,4.9,11.025083,77.015393,11.135083,77.125393,19:45,19:60,3,1,0,2,3,1.0,1,26.0
0,,18.994049,72.825203,19.104049,72.935203,,23:35,3,2,2,1,4,0.0,3,12.0
20,4.8,12.323194,76.630583,12.373194,76.680583,23:10,23:25,3,2,2,3,4,0.0,3,10.0
25,5.0,0.0,0.0,0.13,0.13,19:50,19:60,3,1,1,3,4,1.0,3,27.0
20,4.7,26.956431,75.776649,27.046431,75.866649,22:55,23:05,0,2,1,2,4,1.0,3,29.0
27,4.8,23.355164,85.324097,23.375164,85.344097,11:20,11:30,3,0,2,1,4,1.0,3,17.0
39,5.0,26.910262,75.783013,27.040262,75.913013,21:55,22:05,0,1,0,1,3,3.0,2,53.0
32,4.7,26.482581,80.315628,26.552581,80.385628,18:50,19:05,2,3,2,2,4,1.0,1,22.0
31,4.5,15.498603,73.826911,15.548603,73.876911,23:45,23:55,2,2,0,0,3,0.0,1,25.0
24,4.4,12.297954,76.665169,12.367954,76.735169,17:45,17:60,2,3,0,3,3,0.0,1,35.0
33,4.3,19.878028,75.317475,20.008028,75.447475,19:10,19:15,0,1,2,1,2,0.0,1,41.0
24,4.7,23.359033,85.325347,23.449033,85.415347,22:20,22:25,1,2,0,2,3,1.0,4,21.0
37,4.7,12.934365,77.616155,12.984365,77.666155,18:45,18:50,3,3,1,3,3,1.0,3,25.0
21,4.6,18.530963,73.828972,18.590963,73.888972,19:25,19:35,4,1,2,3,3,0.0,3,17.0
28,4.7,23.357804,85.325146,23.397804,85.365146,12:40,12:55,2,0,0,3,3,0.0,3,38.0
39,4.1,23.351489,85.324253,23.461489,85.434253,21:40,21:55,3,1,0,0,3,1.0,1,47.0
31,4.6,23.359407,85.325055,23.399407,85.365055,15:25,15:35,0,3,2,3,4,,1,17.0
38,4.6,18.536718,73.830327,18.646718,73.940327,23:25,23:30,4,2,1,3,3,0.0,1,26.0
26,4.7,30.361281,78.068022,30.441281,78.148022,17:10,17:15,1,3,2,3,4,0.0,1,35.0
28,5.0,18.636215,73.751081,18.646215,73.761081,9:15,9:30,0,2,0,1,3,1.0,1,19.0
39,4.8,26.474133,80.3481,26.494133,80.3681,10:55,11:10,1,2,1,2,3,1.0,3,18.0
20,4.9,12.323225,76.630028,12.363225,76.670028,13:60,14:10,6,0,0,1,3,1.0,1,31.0
31,4.8,19.254567,72.848923,19.274567,72.868923,8:60,9:05,6,2,2,3,4,1.0,1,20.0
0,,26.956431,75.776649,27.006431,75.826649,,19:40,0,1,1,2,4,1.0,1,28.0
36,4.9,26.482419,80.320939,26.512419,80.350939,17:10,17:15,2,3,0,3,3,1.0,1,39.0
29,4.6,12.978453,77.643685,13.008453,77.673685,18:15,18:25,0,3,2,0,4,0.0,3,14.0
30,4.5,27.160832,78.011608,27.220832,78.071608,17:25,17:40,4,3,1,1,3,1.0,1,23.0
30,4.2,18.539299,73.897902,18.559299,73.917902,10:15,10:20,2,2,0,1,3,0.0,3,26.0
21,4.7,19.121999,72.908493,19.231999,73.018493,22:55,22:60,2,2,0,1,3,1.0,1,15.0
38,4.5,21.160437,72.774209,21.270437,72.884209,21:35,21:40,2,1,1,0,3,1.0,1,43.0
32,4.8,21.149569,72.772697,21.189569,72.812697,15:25,15:30,3,3,0,2,3,1.0,1,28.0
31,5.0,23.374878,85.335739,23.384878,85.345739,10:45,10:55,4,2,1,1,4,1.0,3,13.0
22,4.5,12.310972,76.659264,12.390972,76.739264,20:40,20:55,1,1,0,3,3,1.0,1,47.0
25,4.8,17.429585,78.392621,17.519585,78.482621,20:20,20:35,6,1,1,1,3,0.0,3,18.0
31,4.6,0.0,0.0,0.02,0.02,11:30,11:40,4,0,2,1,2,0.0,1,17.0
36,4.2,12.939496,77.625999,12.949496,77.635999,9:15,9:30,6,2,0,1,3,0.0,1,30.0
20,4.7,15.157944,73.950889,15.217944,74.010889,22:45,22:55,0,2,1,3,3,0.0,3,11.0
30,4.8,22.310329,73.169083,22.370329,73.229083,20:10,20:15,1,1,2,3,4,1.0,1,35.0
36,4.8,26.88842,75.800689,26.93842,75.850689,22:30,22:35,6,2,1,0,3,1.0,1,26.0
27,4.7,23.351489,85.324253,23.391489,85.364253,16:10,16:15,4,3,0,3,3,0.0,1,21.0
33,3.9,19.888716,75.321461,19.978716,75.411461,21:50,21:60,2,1,1,2,4,1.0,1,43.0
31,4.9,19.091458,72.827808,19.221458,72.957808,23:40,23:55,4,2,0,1,3,0.0,1,21.0
37,3.8,11.021278,76.995017,11.151278,77.125017,20:20,20:35,3,1,1,1,3,1.0,1,32.0
31,4.9,22.728163,75.884212,22.778163,75.934212,21:15,21:30,6,1,1,3,4,0.0,1,31.0
30,4.4,18.56245,73.916619,18.62245,73.976619,19:25,19:40,0,1,0,2,3,1.0,1,32.0
27,4.0,10.96185,76.971082,10.99185,77.001082,19:50,20:05,1,1,1,1,4,2.0,1,34.0
39,4.1,21.170096,72.789122,21.300096,72.919122,21:60,22:05,6,1,0,1,3,1.0,3,37.0
36,4.9,18.927584,72.832585,18.947584,72.852585,8:45,8:55,6,2,1,3,3,,3,22.0
23,5.0,23.357804,85.325146,23.417804,85.385146,17:10,17:25,3,3,0,0,3,1.0,1,26.0
35,5.0,13.026286,80.275235,13.056286,80.305235,22:45,22:60,3,2,1,3,4,1.0,1,21.0
24,4.8,12.311072,76.654878,12.321072,76.664878,10:25,10:30,6,2,2,2,4,0.0,1,14.0
31,4.5,12.906229,77.596791,12.986229,77.676791,22:30,22:40,0,2,1,0,4,1.0,1,36.0
26,4.8,23.355164,85.324097,23.445164,85.414097,22:45,22:50,4,2,0,3,3,1.0,1,29.0
39,4.8,19.22384,72.841347,19.26384,72.881347,13:40,13:45,4,0,0,0,3,1.0,1,23.0
21,4.4,19.878028,75.317475,19.908028,75.347475,22:55,23:05,2,2,0,3,3,1.0,1,27.0
31,4.6,0.0,0.0,0.07,0.07,20:45,20:50,4,1,1,0,4,0.0,1,18.0
0,,18.543626,73.905101,18.563626,73.925101,8:55,8:60,3,2,2,2,3,1.0,3,15.0
35,4.9,26.921411,75.793604,27.011411,75.883604,21:30,21:45,1,1,2,1,4,1.0,1,43.0
28,4.9,21.186608,72.794136,21.216608,72.824136,18:55,19:10,0,3,1,2,3,0.0,3,12.0
0,,23.371292,85.327872,23.501292,85.457872,,19:55,6,1,0,3,3,2.0,1,53.0
22,4.9,12.981615,80.231598,13.041615,80.291598,20:15,20:25,0,1,0,1,3,0.0,1,26.0
32,4.7,0.0,0.0,0.09,0.09,19:25,19:40,1,1,0,2,3,1.0,1,47.0
30,4.5,0.0,0.0,0.01,0.01,8:50,9:05,3,2,1,1,3,1.0,1,26.0
31,3.5,12.323225,76.630028,12.393225,76.700028,21:30,21:40,6,1,2,0,2,1.0,1,32.0
23,4.9,25.450377,81.834236,25.590377,81.974236,22:35,22:45,1,2,0,0,3,0.0,3,22.0
22,4.7,30.895204,75.822103,30.945204,75.872103,18:35,18:45,2,3,1,2,4,1.0,1,22.0
32,4.9,23.232537,77.429845,23.282537,77.479845,17:10,17:15,6,3,2,2,3,0.0,1,27.0
34,4.4,12.935662,77.61413,12.965662,77.64413,18:10,18:25,0,3,0,1,3,1.0,1,34.0
36,4.9,22.722634,75.886959,22.782634,75.946959,22:10,22:15,4,2,2,2,2,1.0,1,18.0
28,4.6,11.006686,76.951736,11.056686,77.001736,19:15,19:30,0,1,2,3,4,0.0,1,21.0
21,4.9,12.310972,76.659264,12.420972,76.769264,20:50,20:55,3,1,2,1,4,1.0,1,21.0
27,4.8,17.422819,78.449578,17.532819,78.559578,23:40,23:45,3,2,2,0,3,,3,15.0
0,,-0.0,-0.0,0.06,0.06,,18:45,3,3,1,2,4,1.0,1,29.0
37,4.6,17.458998,78.500366,17.478998,78.520366,9:50,9:60,6,2,2,2,2,1.0,1,22.0
0,,22.310329,73.169083,22.390329,73.249083,,17:25,2,3,2,2,4,1.0,3,27.0
20,4.6,21.157729,72.768726,21.237729,72.848726,20:40,20:45,3,1,1,2,4,1.0,3,16.0
28,4.1,0.0,0.0,0.04,0.04,14:50,14:60,4,0,0,0,3,3.0,2,53.0
36,5.0,22.727021,75.884167,22.817021,75.974167,19:25,19:40,2,1,2,2,3,1.0,1,27.0
36,4.9,22.307898,73.167788,22.377898,73.237788,21:25,21:35,0,1,0,1,3,1.0,1,44.0
34,4.7,12.284747,76.625861,12.364747,76.705861,23:35,23:45,4,2,0,3,3,1.0,1,30.0
31,4.0,22.761593,75.886362,22.801593,75.926362,16:35,16:50,3,3,1,1,3,1.0,1,31.0
38,4.8,12.970324,77.645748,13.080324,77.755748,21:35,21:50,3,1,0,3,3,2.0,1,39.0
22,4.9,12.933284,77.615428,12.993284,77.675428,20:60,21:05,2,1,1,2,3,1.0,3,23.0
35,4.1,26.914142,75.805704,27.044142,75.935704,20:30,20:40,3,1,0,0,3,1.0,1,40.0
29,4.7,18.546258,73.904337,18.626258,73.984337,19:15,19:20,1,1,0,0,3,1.0,1,47.0
26,4.8,21.149569,72.772697,21.219569,72.842697,21:55,22:05,3,1,0,3,3,1.0,1,37.0
34,4.1,23.416792,85.316842,23.476792,85.376842,20:60,21:15,6,1,2,2,4,1.0,1,32.0
24,4.6,23.374989,85.335486,23.434989,85.395486,22:35,22:45,4,2,0,0,3,0.0,1,18.0
50,6.0,-17.451976,-78.385883,17.561976,78.495883,,23:20,7,5,3,3,1,0.0,1,27.0
39,4.6,12.970221,77.645396,13.040221,77.715396,18:35,18:50,4,3,1,1,3,1.0,1,22.0
23,4.3,13.005801,80.250744,13.065801,80.310744,22:15,22:20,3,2,0,0,3,0.0,1,26.0
33,4.0,26.892312,75.806896,26.962312,75.876896,17:10,17:15,1,3,2,3,4,0.0,1,43.0
26,5.0,26.492106,80.327797,26.522106,80.357797,17:40,17:50,2,3,0,1,3,1.0,1,27.0
27,4.9,22.74806,75.8934,22.82806,75.9734,23:55,24:10,4,2,1,1,4,0.0,1,26.0
27,4.9,9.970717,76.285447,9.990717,76.305447,8:40,8:45,1,2,2,0,4,0.0,1,14.0
28,3.8,19.103249,72.846749,19.163249,72.906749,19:50,19:60,4,1,0,3,3,1.0,1,46.0
38,4.6,12.323194,76.630583,12.343194,76.650583,10:40,10:45,3,2,1,3,4,1.0,1,26.0
24,4.9,19.003517,72.82765,19.093517,72.91765,19:35,19:45,6,1,2,0,4,1.0,3,28.0
32,4.9,23.371292,85.327872,23.381292,85.337872,9:40,9:50,0,2,1,1,3,0.0,3,15.0
28,4.9,0.0,0.0,0.06,0.06,22:30,22:40,6,2,2,0,3,1.0,3,18.0
33,4.3,23.351489,85.324253,23.391489,85.364253,12:15,12:25,3,0,0,2,3,1.0,1,33.0
35,4.7,26.911378,75.789034,26.991378,75.869034,20:60,21:10,1,1,0,0,3,1.0,1,50.0
21,4.7,10.994136,76.963303,11.054136,77.023303,19:15,19:20,2,1,1,2,4,1.0,3,25.0
38,4.3,22.728163,75.884212,22.838163,75.994212,21:30,21:45,6,1,0,3,3,2.0,1,53.0
37,4.9,17.440827,78.393391,17.490827,78.443391,19:35,19:40,4,1,0,2,3,1.0,1,27.0
31,4.8,26.90294,75.793007,26.93294,75.823007,23:55,24:10,1,2,2,2,4,1.0,1,16.0
27,5.0,22.753659,75.903365,22.793659,75.943365,14:55,15:10,0,0,0,2,3,1.0,1,29.0
39,4.8,15.51315,73.78346,15.54315,73.81346,22:45,22:60,4,2,1,3,4,1.0,1,19.0
36,4.1,21.186884,72.793616,21.266884,72.873616,23:45,23:55,1,2,0,1,3,1.0,1,39.0
0,,17.424114,78.347554,17.494114,78.417554,,23:25,2,2,0,2,3,1.0,1,28.0
39,4.9,22.728163,75.884212,22.808163,75.964212,19:45,19:55,4,1,1,3,3,1.0,1,22.0
25,4.8,18.546947,73.900626,18.596947,73.950626,18:10,18:25,2,3,0,1,3,1.0,1,25.0
0,,19.221315,72.862381,19.351315,72.992381,,20:60,2,1,0,3,3,1.0,1,27.0
22,4.9,11.001753,76.986241,11.051753,77.036241,17:10,17:20,6,3,0,3,3,,1,20.0
32,4.9,23.374878,85.335739,23.424878,85.385739,17:45,17:60,1,3,0,3,3,1.0,1,28.0
30,4.7,21.186884,72.793616,21.256884,72.863616,17:55,18:05,6,3,0,0,3,0.0,1,44.0
0,,23.39925,85.390464,23.41925,85.410464,,9:60,6,2,2,0,4,0.0,1,14.0
33,4.7,26.914142,75.805704,27.004142,75.895704,21:55,21:60,1,1,1,0,3,0.0,3,35.0
0,,19.103249,72.846749,19.153249,72.896749,,17:25,7,5,3,3,2,1.0,1,24.0
36,4.9,26.892312,75.806896,26.942312,75.856896,21:15,21:30,6,1,2,1,4,1.0,1,32.0
24,4.8,19.131141,72.813074,19.16114,72.843074,18:55,18:60,3,3,0,2,3,1.0,1,24.0
24,4.7,21.183434,72.814492,21.213434,72.844492,18:10,18:15,0,3,2,0,4,0.0,4,12.0
37,4.2,9.979363,76.285001,10.039363,76.345001,22:60,23:15,6,2,0,0,3,0.0,1,34.0
25,5.0,19.091458,72.827808,19.151458,72.887808,19:55,19:60,6,1,1,2,4,1.0,3,29.0
21,4.5,22.310237,73.158921,22.330237,73.178921,11:60,12:15,1,0,1,3,4,0.0,1,29.0
21,4.6,11.000762,76.981876,11.050762,77.031876,22:20,22:25,1,2,0,0,3,0.0,1,24.0
26,4.8,17.451976,78.385883,17.541976,78.475883,19:30,19:35,0,1,0,3,3,1.0,1,37.0
38,4.9,26.902328,75.794257,26.962328,75.854257,23:60,24:10,3,2,1,0,4,0.0,1,29.0
