DeliveryPersonAge,DeliveryPersonRatings,TimeOrdered,TimeOrderPickedUp,WeatherCondition,RoadTrafficDensity,VehicleCondition,TypeOfOrder,VehicleType,MultipleDeliveries,City,Distance(km)
22,4.4,23.6,24.1,Sandstorms,Low,0,Buffet,Motorcycle,1.0,Metropolitan,9.087720328091443
26,4.8,8.3,8.35,Stormy,Low,2,Snack,Scooter,0.0,Metropolitan,3.0295246341921644
32,4.3,8.2,8.3,Stormy,Low,0,Snack,Motorcycle,1.0,Urban,3.104827485600479
38,4.8,17.1,17.15,Sunny,Medium,2,Buffet,ElectricScooter,0.0,Metropolitan,9.081845042090478
28,4.5,20.45,20.55,Cloudy,Jam,2,Buffet,Motorcycle,0.0,Metropolitan,9.313021564639982
33,4.5,23.5,24.05,Sandstorms,Low,0,Drinks,Motorcycle,1.0,Metropolitan,7.790109178658858
22,4.6,8.5,8.6,Sunny,Low,0,Drinks,Motorcycle,1.0,Metropolitan,3.116121839413475
36,4.3,20.6,21.15,Sandstorms,Jam,2,Drinks,ElectricScooter,0.0,Metropolitan,9.121794088990223
31,4.7,20.4,20.55,Fog,Jam,0,Meal,Motorcycle,1.0,Metropolitan,20.50674159208123
26,4.5,13.2,13.35,Sunny,High,0,Buffet,Motorcycle,1.0,Metropolitan,6.147194518583351
24,2.9,22.2,22.25,Sunny,Low,1,Meal,Scooter,1.0,Metropolitan,10.641495972351702
38,4.7,22.45,22.5,Windy,Low,1,Buffet,Motorcycle,1.0,Urban,10.416963824321584
36,4.7,14.3,14.4,Sunny,High,0,Buffet,Motorcycle,0.0,Metropolitan,5.959357904254251
32,4.9,14.55,15.05,Sandstorms,High,2,Meal,Motorcycle,1.0,Metropolitan,6.209476177667662
20,4.9,23.2,23.3,Sunny,Low,1,Meal,Scooter,0.0,Urban,4.561152341209805
34,4.4,18.1,18.25,Cloudy,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,4.657987774595948
23,4.6,20.45,20.5,Windy,Jam,1,Drinks,Motorcycle,1.0,Urban,12.463888116757749
27,5.0,12.3,12.35,Sandstorms,High,2,Meal,ElectricScooter,1.0,Metropolitan,6.210169290102755
30,4.8,20.2,20.35,Fog,Jam,2,Buffet,Scooter,2.0,Metropolitan,10.906036622245482
31,4.6,20.45,20.55,Stormy,Jam,2,Snack,Motorcycle,1.0,Metropolitan,4.657579589646204
29,4.1,19.5,19.55,Cloudy,Jam,2,Snack,Scooter,1.0,Metropolitan,16.72059667667709
29,4.8,21.55,22.1,Fog,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,16.385730104308024
39,4.9,20.5,20.55,Cloudy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,9.157673042594519
26,4.7,18.15,18.3,Cloudy,Medium,2,Meal,Motorcycle,1.0,Metropolitan,9.31488473286169
33,4.3,20.25,20.3,Cloudy,Jam,2,Buffet,Scooter,2.0,Metropolitan,13.973207156405252
32,5.0,17.25,17.35,Cloudy,Medium,2,Meal,Scooter,1.0,Metropolitan,7.660898979387872
39,4.6,13.5,13.55,Sunny,High,2,Snack,Motorcycle,1.0,Urban,6.147073151032162
32,4.7,22.3,22.35,Sandstorms,Low,1,Drinks,Motorcycle,1.0,Metropolitan,10.881197531246407
22,4.6,21.3,21.4,Fog,Jam,1,Meal,Motorcycle,1.0,Metropolitan,16.47648131537372
33,5.0,18.55,19.05,Sandstorms,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,4.537601588065108
37,4.7,19.45,19.6,Cloudy,Jam,0,Snack,Motorcycle,1.0,Urban,9.121874253616898
36,4.6,17.25,17.3,Windy,Medium,1,Drinks,Scooter,1.0,Urban,19.362580183465894
28,4.9,19.45,19.6,Stormy,Jam,0,Meal,Motorcycle,1.0,Metropolitan,17.137407700371956
39,4.6,15.45,15.55,Sunny,Medium,1,Meal,Scooter,1.0,Metropolitan,6.210618323092562
31,4.1,9.45,9.5,Sandstorms,Low,0,Meal,Motorcycle,1.0,Urban,3.059554247595471
37,4.7,18.45,18.5,Stormy,Medium,1,Snack,Motorcycle,1.0,Urban,7.763180727989779
38,3.6,22.55,23.1,Cloudy,Low,1,Buffet,Scooter,0.0,Metropolitan,10.865584127340643
34,4.5,20.3,20.45,Sunny,Jam,1,Buffet,Scooter,1.0,Urban,9.07462863182012
20,4.1,18.6,19.1,Cloudy,Medium,2,Snack,ElectricScooter,1.0,Metropolitan,10.867285240714486
24,4.6,23.55,24.05,Sandstorms,Low,0,Buffet,Motorcycle,1.0,Metropolitan,12.256046315965444
33,4.1,18.3,18.4,Stormy,Medium,2,Meal,Scooter,1.0,Metropolitan,13.990192142064847
39,4.6,20.55,21.1,Fog,Jam,0,Meal,Motorcycle,1.0,Metropolitan,10.905993510336609
35,4.7,20.55,21.05,Windy,Jam,0,Snack,Motorcycle,0.0,Metropolitan,4.596534542243907
25,4.2,20.45,20.55,Fog,Jam,2,Snack,Motorcycle,1.0,Metropolitan,10.704238934519317
39,4.8,22.45,22.6,Sunny,Low,1,Snack,Scooter,1.0,Metropolitan,4.632302885852554
23,4.5,17.45,17.5,Sandstorms,Medium,2,Buffet,Scooter,1.0,Metropolitan,10.86586608780909
28,4.8,21.55,22.05,Sunny,Jam,2,Buffet,Scooter,1.0,Metropolitan,12.20987539906126
21,4.6,19.25,19.35,Sunny,Jam,2,Snack,Motorcycle,0.0,Urban,9.193093962702912
24,4.9,18.55,19.05,Sunny,Medium,0,Buffet,Motorcycle,1.0,Urban,12.484184857475693
35,4.6,21.55,21.6,Cloudy,Jam,2,Snack,Scooter,3.0,Urban,19.617573744443128
33,4.5,17.5,17.55,Sunny,Medium,2,Buffet,Motorcycle,0.0,Metropolitan,4.528570754218756
36,4.8,21.25,21.4,Stormy,Jam,0,Buffet,Motorcycle,3.0,Metropolitan,10.71321076429732
36,4.8,18.2,18.35,Fog,Medium,1,Buffet,Scooter,1.0,Urban,4.46931202175492
37,5.0,20.35,20.5,Sunny,Jam,1,Meal,Motorcycle,1.0,Urban,12.098699936279859
35,4.8,23.55,24.1,Cloudy,Low,2,Buffet,Motorcycle,1.0,Metropolitan,7.762556904358442
28,4.5,22.4,22.45,Cloudy,Low,2,Snack,Motorcycle,1.0,Metropolitan,16.787874845260117
30,4.8,8.4,8.5,Cloudy,Low,2,Buffet,ElectricScooter,1.0,Metropolitan,3.1092107394969077
29,4.7,21.6,22.05,Stormy,Jam,2,Drinks,Scooter,1.0,Metropolitan,10.602507301514994
21,4.8,17.2,17.35,Windy,Medium,1,Snack,Motorcycle,1.0,Metropolitan,10.72467208673564
28,4.8,10.4,10.55,Sunny,Low,2,Meal,ElectricScooter,1.0,Metropolitan,3.105144913226864
33,4.9,22.25,22.35,Sunny,Low,2,Meal,Motorcycle,1.0,Metropolitan,9.326561838121483
27,4.6,11.3,11.4,Sunny,High,2,Buffet,ElectricScooter,0.0,Metropolitan,3.1161417126181274
24,4.1,9.4,9.5,Sandstorms,Low,0,Buffet,Motorcycle,1.0,Metropolitan,3.0189069957366157
21,4.5,21.15,21.3,Stormy,Jam,2,Snack,Motorcycle,1.0,Urban,10.642292301678435
22,4.8,15.1,15.25,Windy,Medium,2,Snack,Scooter,1.0,Metropolitan,6.242426324082786
32,3.9,18.3,18.4,Windy,Medium,2,Buffet,Scooter,1.0,Metropolitan,12.291841945089606
21,4.6,18.5,18.6,Fog,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,13.736270134356499
35,4.0,20.15,20.3,Sunny,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,16.720582121841456
27,4.8,21.15,21.25,Stormy,Jam,2,Snack,Motorcycle,0.0,Metropolitan,13.583460272389507
25,5.0,21.25,21.4,Sandstorms,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,16.72076404537099
21,4.7,23.45,23.55,Fog,Low,2,Drinks,Scooter,0.0,Metropolitan,13.787860239172547
25,4.6,10.25,10.4,Stormy,Low,2,Snack,Motorcycle,1.0,Urban,1.5580833985948437
24,4.7,20.4,20.45,Stormy,Jam,2,Drinks,ElectricScooter,1.0,Metropolitan,10.594021701600404
20,4.7,20.2,20.3,Cloudy,Jam,0,Meal,Motorcycle,3.0,Metropolitan,12.435401342193114
27,4.7,16.1,16.15,Sunny,Medium,0,Snack,Motorcycle,0.0,Metropolitan,6.037605711784208
33,4.1,11.45,11.5,Stormy,High,0,Snack,Motorcycle,2.0,Metropolitan,1.5442061415007085
26,4.7,19.1,19.25,Stormy,Jam,1,Drinks,Motorcycle,1.0,Urban,10.60245939514964
28,4.9,22.6,23.1,Stormy,Low,1,Buffet,Motorcycle,0.0,Urban,20.180635114114715
37,4.6,23.5,23.6,Stormy,Low,0,Meal,Motorcycle,1.0,Metropolitan,10.56497410160339
29,4.7,19.1,19.15,Windy,Jam,0,Snack,Motorcycle,1.0,Urban,4.610035602260694
39,4.7,21.2,21.25,Sunny,Jam,2,Buffet,Scooter,0.0,Metropolitan,13.970007989574006
27,5.0,22.2,22.3,Stormy,Low,2,Drinks,Scooter,0.0,Urban,9.314965469327513
30,3.6,17.15,17.2,Sandstorms,Medium,1,Buffet,Motorcycle,0.0,Metropolitan,19.976644021152854
31,4.4,19.55,20.05,Cloudy,Jam,1,Meal,Motorcycle,1.0,Metropolitan,4.5379053231429145
24,4.9,12.2,12.3,Cloudy,High,0,Snack,Motorcycle,1.0,Urban,6.232150258829198
32,4.6,12.25,12.4,Stormy,High,1,Snack,Scooter,1.0,Metropolitan,6.128684140033282
21,4.5,12.55,13.05,Sandstorms,High,1,Meal,Motorcycle,1.0,Metropolitan,5.9592931098219735
39,4.4,17.5,17.6,Fog,Medium,1,Snack,Motorcycle,1.0,Metropolitan,12.099390766641623
27,4.6,23.6,24.05,Cloudy,Low,1,Meal,Motorcycle,1.0,Metropolitan,17.13751702263965
34,4.6,22.3,22.45,Sandstorms,Low,2,Meal,Scooter,0.0,Metropolitan,9.058825022192165
20,5.0,22.35,22.45,Fog,Low,2,Snack,Scooter,1.0,Semi-Urban,9.326616348118744
37,4.1,19.3,19.35,Stormy,Jam,0,Meal,Motorcycle,1.0,Urban,20.85094842431187
28,4.6,16.25,16.4,Stormy,Medium,2,Snack,Scooter,1.0,Metropolitan,6.0504060616582525
26,4.6,11.3,11.35,Fog,High,1,Buffet,Motorcycle,0.0,Metropolitan,1.5263914730559738
33,4.9,17.3,17.45,Sunny,Medium,1,Buffet,Motorcycle,0.0,Urban,19.914686965545187
28,4.9,22.25,22.3,Cloudy,Low,0,Meal,Motorcycle,1.0,Metropolitan,19.663125922534896
34,5.0,23.15,23.3,Stormy,Low,2,Meal,Motorcycle,0.0,Metropolitan,13.427981831457974
23,5.0,15.5,15.6,Stormy,Medium,0,Meal,Motorcycle,1.0,Metropolitan,6.210169290102755
30,4.4,21.55,21.6,Sandstorms,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,16.6486646134817
36,4.9,20.15,20.3,Sunny,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,4.663310851898783
28,4.1,20.2,20.35,Fog,Jam,2,Buffet,Scooter,0.0,Metropolitan,10.708220667367794
34,4.0,18.1,18.25,Fog,Medium,2,Buffet,Scooter,1.0,Metropolitan,10.724517748046024
30,4.8,16.1,16.2,Stormy,Medium,1,Meal,Scooter,1.0,Metropolitan,6.117725989708161
20,4.9,22.25,22.3,Sandstorms,Low,2,Drinks,ElectricScooter,0.0,Urban,10.280572823486576
25,4.2,20.45,20.5,Sandstorms,Jam,0,Meal,Motorcycle,1.0,Metropolitan,13.788747286078188
39,4.5,23.35,23.45,Stormy,Low,0,Snack,Motorcycle,1.0,Metropolitan,9.326940869812143
33,4.6,22.25,22.4,Sandstorms,Low,1,Drinks,Motorcycle,0.0,Metropolitan,4.66364460686909
34,4.8,9.5,9.55,Sunny,Low,0,Drinks,Motorcycle,1.0,Urban,1.5545771256173964
38,4.6,22.1,22.2,Stormy,Low,1,Buffet,Motorcycle,0.0,Urban,12.435540495461442
35,4.2,20.25,20.3,Sandstorms,Jam,0,Drinks,Motorcycle,0.0,Metropolitan,4.596877706640377
29,4.6,17.1,17.25,Windy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,4.59663204175947
39,4.5,10.3,10.35,Sunny,Low,0,Drinks,Motorcycle,1.0,Metropolitan,1.5525398251397549
28,4.8,19.5,20.05,Stormy,Jam,1,Buffet,Scooter,0.0,Metropolitan,13.68148555689137
30,4.7,10.5,10.55,Sunny,Low,2,Buffet,ElectricScooter,0.0,Metropolitan,3.0408931296411703
25,4.8,9.6,10.1,Cloudy,Low,2,Meal,Motorcycle,1.0,Metropolitan,1.5299884479314707
28,4.8,22.2,22.25,Cloudy,Low,0,Snack,Motorcycle,1.0,Urban,7.684129284114672
24,4.7,21.2,21.35,Windy,Jam,0,Buffet,Motorcycle,0.0,Metropolitan,13.788852089943367
23,4.9,17.4,17.5,Sunny,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,19.661019603214875
25,4.2,12.5,12.6,Sunny,High,0,Meal,Motorcycle,1.0,Metropolitan,6.037544630194255
30,4.0,12.1,12.25,Cloudy,High,2,Buffet,ElectricScooter,0.0,Metropolitan,6.050438648835732
25,4.3,19.3,19.4,Sandstorms,Jam,0,Snack,Motorcycle,0.0,Urban,16.852572769450653
31,4.7,21.35,21.5,Fog,Jam,1,Snack,Motorcycle,1.0,Metropolitan,19.762388480864143
35,4.0,14.55,15.1,Windy,High,1,Meal,Scooter,1.0,Metropolitan,6.21800119018663
29,4.1,19.45,19.6,Sunny,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,4.544215521132342
37,4.2,19.3,19.45,Fog,Jam,1,Snack,Motorcycle,1.0,Metropolitan,11.74800430051281
22,4.8,9.15,9.25,Sandstorms,Low,1,Snack,Scooter,1.0,Metropolitan,1.5297232853100242
27,4.4,18.5,19.05,Cloudy,Medium,1,Drinks,Scooter,1.0,Urban,12.209798594600825
30,5.0,14.5,15.05,Fog,High,1,Snack,Motorcycle,1.0,Metropolitan,6.081440911759753
21,4.8,20.45,20.5,Stormy,Jam,2,Buffet,Motorcycle,1.0,Metropolitan,12.161512247541568
21,4.6,17.6,18.05,Sunny,Medium,2,Drinks,Scooter,0.0,Urban,7.54997184471634
35,4.6,18.55,18.6,Sunny,Medium,1,Drinks,Motorcycle,1.0,Urban,10.70546847853061
32,4.9,11.35,11.45,Sunny,High,0,Buffet,Motorcycle,1.0,Metropolitan,3.1089255711547725
27,4.9,14.45,14.6,Stormy,High,1,Meal,Scooter,0.0,Urban,6.1187118466897275
28,4.3,20.2,20.35,Stormy,Jam,0,Meal,Motorcycle,1.0,Urban,10.705559922396555
37,4.7,16.5,17.05,Sandstorms,Medium,0,Meal,Motorcycle,0.0,Metropolitan,6.218076509100711
34,4.2,19.6,20.1,Fog,Jam,1,Snack,Scooter,2.0,Metropolitan,17.073813051007523
35,4.5,11.2,11.35,Fog,High,0,Drinks,Motorcycle,1.0,Metropolitan,3.040891552951612
29,4.9,17.5,17.6,Sandstorms,Medium,2,Drinks,Scooter,1.0,Metropolitan,4.610613705052656
35,4.8,17.1,17.25,Windy,Medium,1,Meal,Motorcycle,1.0,Metropolitan,20.18348136584519
35,4.6,21.15,21.25,Cloudy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,10.711185800959658
39,4.6,19.35,19.5,Sunny,Jam,0,Meal,Motorcycle,1.0,Urban,13.682504886916606
33,4.5,20.1,20.25,Cloudy,Jam,0,Drinks,Motorcycle,0.0,Metropolitan,7.646049300624548
25,5.0,19.5,20.05,Windy,Jam,2,Snack,Scooter,0.0,Urban,19.660674820590273
27,5.0,17.55,18.05,Windy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,8.940167719841355
35,4.1,20.15,20.2,Fog,Jam,1,Meal,Scooter,2.0,Metropolitan,10.868212517103021
23,4.5,21.1,21.2,Windy,Jam,1,Snack,Motorcycle,0.0,Metropolitan,8.940167719841355
34,4.9,18.35,18.5,Sunny,Medium,0,Meal,Motorcycle,1.0,Metropolitan,12.099354574706966
21,4.8,13.25,13.35,Windy,High,0,Drinks,Motorcycle,1.0,Urban,6.058870515565882
27,4.7,13.45,13.5,Stormy,High,2,Drinks,Motorcycle,0.0,Metropolitan,6.232179267966144
21,4.6,8.25,8.4,Cloudy,Low,1,Snack,Scooter,1.0,Metropolitan,3.0408931296411703
24,4.2,9.55,10.1,Stormy,Low,0,Drinks,Motorcycle,1.0,Urban,1.520431947999248
32,4.7,17.2,17.3,Fog,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,4.528183776759067
30,4.8,21.5,21.6,Sunny,Jam,1,Buffet,Scooter,1.0,Metropolitan,12.417487520918895
30,4.7,19.6,20.1,Fog,Jam,2,Buffet,Scooter,1.0,Metropolitan,16.90381483815878
31,4.7,8.1,8.15,Cloudy,Low,2,Buffet,Motorcycle,0.0,Metropolitan,3.064002956584147
28,4.6,17.1,17.15,Fog,Medium,1,Drinks,Scooter,1.0,Metropolitan,7.661331134220826
38,4.8,21.35,21.5,Stormy,Jam,0,Snack,Motorcycle,2.0,Metropolitan,17.0767871164594
27,4.9,11.55,11.6,Windy,High,0,Snack,Motorcycle,1.0,Metropolitan,1.5545086492841058
31,4.8,8.6,9.05,Windy,Low,2,Snack,Scooter,1.0,Metropolitan,3.0582815752499948
32,4.9,9.4,9.5,Cloudy,Low,1,Drinks,Motorcycle,0.0,Urban,1.5093764432901144
39,4.3,23.3,23.35,Cloudy,Low,1,Drinks,Scooter,1.0,Metropolitan,12.074047498027575
30,4.8,20.6,21.1,Sandstorms,Jam,0,Meal,Motorcycle,1.0,Metropolitan,14.022096082518878
21,4.5,11.6,12.15,Fog,High,1,Snack,Scooter,0.0,Metropolitan,3.0295383085102507
33,5.0,20.5,20.6,Sunny,Jam,2,Meal,Scooter,1.0,Metropolitan,9.220373067021216
32,4.8,11.45,11.6,Sunny,High,0,Buffet,Motorcycle,0.0,Metropolitan,1.5527001159059903
31,3.9,19.25,19.4,Stormy,Jam,2,Buffet,Scooter,1.0,Metropolitan,19.880040740546
31,4.0,18.5,19.05,Cloudy,Medium,1,Buffet,Scooter,1.0,Metropolitan,12.417792351617555
30,4.1,20.3,20.35,Cloudy,Jam,1,Drinks,Scooter,1.0,Urban,4.5411497543865105
29,4.6,23.25,23.35,Sandstorms,Low,2,Buffet,ElectricScooter,1.0,Metropolitan,4.663310851898783
26,4.5,22.35,22.4,Windy,Low,1,Meal,Motorcycle,0.0,Urban,19.915298664494234
20,4.6,20.4,20.45,Stormy,Jam,1,Meal,Scooter,1.0,Urban,12.162115936702182
30,4.7,17.4,17.45,Fog,Medium,2,Meal,Motorcycle,0.0,Metropolitan,9.363543018983561
37,4.6,17.5,17.6,Fog,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,4.476870823146776
21,4.7,23.25,23.3,Fog,Low,1,Buffet,Motorcycle,1.0,Urban,8.938093974530164
26,5.0,21.1,21.15,Stormy,Jam,2,Snack,Scooter,1.0,Metropolitan,7.762461854550194
27,5.0,18.2,18.3,Fog,Medium,1,Buffet,Scooter,0.0,Metropolitan,4.674172124263269
27,4.0,9.1,9.25,Sandstorms,Low,0,Snack,Motorcycle,0.0,Urban,3.0878304191129935
30,4.6,19.25,19.4,Sunny,Jam,0,Meal,Motorcycle,0.0,Metropolitan,20.968993556155134
26,5.0,18.55,18.6,Stormy,Medium,1,Meal,Scooter,0.0,Metropolitan,9.314044064891696
38,4.5,19.25,19.35,Stormy,Jam,1,Snack,Motorcycle,0.0,Metropolitan,13.184113175194765
36,4.5,23.15,23.3,Stormy,Low,0,Meal,Motorcycle,1.0,Metropolitan,12.074063090452917
35,4.2,22.55,23.1,Windy,Low,0,Drinks,Motorcycle,2.0,Metropolitan,4.674295333360666
21,4.9,14.55,15.05,Stormy,High,1,Snack,Motorcycle,1.0,Metropolitan,6.081596950437154
34,4.9,10.25,10.4,Sunny,Low,1,Snack,Scooter,0.0,Urban,3.040539883060508
38,5.0,15.2,15.35,Stormy,Medium,2,Drinks,Scooter,1.0,Metropolitan,6.147092755626801
31,4.6,19.55,20.1,Sunny,Jam,0,Snack,Motorcycle,2.0,Metropolitan,10.427215010407021
21,4.5,20.55,21.05,Cloudy,Jam,0,Meal,Motorcycle,0.0,Metropolitan,7.448311138215936
32,4.0,19.2,19.25,Cloudy,Jam,2,Snack,Scooter,1.0,Urban,11.720187303218541
33,4.1,17.55,18.1,Stormy,Medium,0,Meal,Motorcycle,0.0,Metropolitan,7.790237052802913
32,4.6,22.3,22.45,Fog,Low,0,Snack,Motorcycle,1.0,Metropolitan,9.315745106316243
26,5.0,18.5,18.55,Cloudy,Medium,0,Meal,Motorcycle,1.0,Metropolitan,13.82977049957229
25,4.6,23.45,23.55,Cloudy,Low,0,Drinks,Motorcycle,1.0,Metropolitan,13.789485363023294
24,5.0,22.5,22.55,Sandstorms,Low,2,Buffet,Scooter,0.0,Metropolitan,12.434914295120448
38,4.8,23.35,23.4,Windy,Low,1,Meal,Motorcycle,1.0,Urban,9.192571532077613
31,4.4,18.2,18.25,Cloudy,Medium,1,Snack,Scooter,1.0,Metropolitan,13.989695713800396
28,4.5,18.2,18.3,Cloudy,Medium,1,Buffet,Scooter,1.0,Metropolitan,7.562982485200133
34,4.8,17.55,18.1,Windy,Medium,2,Meal,ElectricScooter,0.0,Metropolitan,13.613850325840419
36,4.8,10.5,11.05,Sandstorms,Low,1,Buffet,Motorcycle,1.0,Metropolitan,1.560671234748265
36,4.6,20.35,20.5,Cloudy,Jam,0,Snack,Motorcycle,3.0,Urban,16.722543155307
37,4.1,13.15,13.25,Stormy,High,0,Drinks,Motorcycle,2.0,Metropolitan,6.2106184931214035
33,4.6,23.45,23.6,Sandstorms,Low,0,Snack,Motorcycle,1.0,Urban,12.418462399627495
27,4.6,19.4,19.5,Sunny,Jam,0,Snack,Motorcycle,0.0,Metropolitan,10.724517748046024
29,4.7,11.15,11.2,Cloudy,High,1,Drinks,Motorcycle,1.0,Metropolitan,2.9765873017465116
24,4.8,13.2,13.25,Windy,High,2,Meal,ElectricScooter,0.0,Urban,5.959018323622379
25,4.7,21.3,21.35,Windy,Jam,0,Meal,Motorcycle,2.0,Metropolitan,10.721987300671117
30,4.2,10.1,10.2,Sandstorms,Low,0,Snack,Motorcycle,0.0,Metropolitan,3.105144913226864
28,4.6,8.2,8.3,Stormy,Low,2,Snack,Scooter,0.0,Metropolitan,1.5203488928264928
22,4.6,17.15,17.25,Cloudy,Medium,2,Buffet,Scooter,0.0,Metropolitan,13.972131143083212
31,4.8,19.1,19.25,Stormy,Jam,2,Meal,Scooter,1.0,Metropolitan,7.772038818805718
21,4.3,20.5,20.6,Sunny,Jam,0,Snack,Motorcycle,0.0,Metropolitan,7.661250453808297
33,4.7,20.3,20.35,Cloudy,Jam,0,Buffet,Motorcycle,2.0,Metropolitan,16.659838319169715
22,4.9,18.4,18.55,Windy,Medium,1,Snack,Scooter,1.0,Metropolitan,12.24085827411391
24,4.6,16.5,16.6,Sandstorms,Medium,2,Drinks,Scooter,1.0,Metropolitan,6.232380002107721
21,4.9,15.4,15.45,Windy,Medium,2,Drinks,Motorcycle,1.0,Metropolitan,6.08153593718375
37,4.6,10.4,10.55,Fog,Low,2,Meal,Motorcycle,1.0,Urban,1.509439424217718
22,4.6,19.55,19.6,Sandstorms,Jam,2,Snack,Motorcycle,1.0,Metropolitan,13.612451541411557
20,4.9,17.25,17.35,Fog,Medium,0,Meal,Motorcycle,1.0,Metropolitan,16.659917302375394
27,4.6,22.4,22.55,Sandstorms,Low,2,Buffet,ElectricScooter,0.0,Metropolitan,16.636808584025772
33,4.8,17.55,18.1,Sandstorms,Medium,2,Meal,Scooter,1.0,Urban,16.660108123693192
33,4.4,17.15,17.3,Windy,Medium,0,Snack,Motorcycle,2.0,Metropolitan,16.600361127912656
30,4.8,22.4,22.45,Sunny,Low,1,Drinks,Motorcycle,1.0,Urban,17.164609401577533
25,4.4,17.4,17.45,Cloudy,Medium,2,Meal,Scooter,1.0,Metropolitan,12.098699936279859
34,4.4,11.1,11.15,Stormy,High,1,Buffet,Scooter,1.0,Metropolitan,3.0206347310381325
35,4.2,11.1,11.15,Cloudy,High,2,Meal,Scooter,1.0,Urban,1.5125976112065025
21,4.7,19.4,19.55,Windy,Jam,2,Drinks,ElectricScooter,1.0,Urban,4.537418110277337
23,4.8,17.3,17.35,Sunny,Medium,1,Buffet,Motorcycle,1.0,Metropolitan,16.826241648658115
34,4.8,23.2,23.35,Windy,Low,2,Snack,Scooter,1.0,Metropolitan,7.60180033473793
24,2.8,22.55,23.05,Sunny,Low,2,Buffet,Scooter,1.0,Metropolitan,12.463883024166657
24,4.7,22.35,22.45,Cloudy,Low,1,Meal,Motorcycle,1.0,Urban,6880.2727815132275
32,4.9,18.55,19.1,Cloudy,Medium,0,Meal,Motorcycle,0.0,Metropolitan,13.68149202266889
23,4.7,16.55,16.6,Fog,Medium,1,Drinks,Motorcycle,1.0,Urban,6.209259882041872
22,4.9,20.35,20.45,Fog,Jam,1,Meal,Motorcycle,1.0,Metropolitan,9.080676816810893
38,4.8,21.45,21.55,Fog,Jam,2,Snack,Motorcycle,2.0,Metropolitan,7.448311138215936
36,4.7,16.45,16.5,Windy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,6.036610249816451
36,4.7,21.45,21.5,Fog,Jam,0,Meal,Motorcycle,1.0,Metropolitan,13.40647565433019
30,4.5,16.1,16.2,Windy,Medium,2,Buffet,Scooter,0.0,Metropolitan,6.210069011405746
33,4.6,21.55,22.05,Fog,Jam,1,Snack,Motorcycle,0.0,Urban,4.663187802146826
23,4.6,15.6,16.05,Stormy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,5.959357904254251
38,4.1,22.6,23.1,Windy,Low,0,Meal,Motorcycle,1.0,Urban,7.648322354566645
24,4.8,18.3,18.4,Sandstorms,Medium,1,Drinks,Motorcycle,1.0,Metropolitan,20.176709024393567
23,4.7,21.3,21.45,Fog,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,19.472033277853686
21,4.5,19.2,19.35,Sunny,Jam,0,Drinks,Motorcycle,1.0,Urban,19.61916749330441
39,4.1,20.3,20.4,Fog,Jam,1,Meal,Motorcycle,2.0,Metropolitan,12.074063090452917
39,4.7,14.55,14.6,Stormy,High,1,Snack,Motorcycle,1.0,Metropolitan,6.232373129283698
27,4.8,18.6,19.05,Stormy,Medium,2,Buffet,ElectricScooter,0.0,Urban,16.153774202105296
22,4.9,18.2,18.25,Sunny,Medium,2,Drinks,ElectricScooter,1.0,Metropolitan,12.41960204102968
25,4.9,18.35,18.5,Cloudy,Medium,2,Buffet,Scooter,0.0,Urban,4.596439723177665
33,4.9,18.3,18.45,Stormy,Medium,1,Snack,Scooter,1.0,Metropolitan,4.656983638230307
29,4.6,20.55,20.6,Stormy,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,20.18081128090421
37,5.0,10.25,10.3,Fog,Low,1,Meal,Motorcycle,1.0,Urban,1.5093571915760948
29,4.7,23.15,23.3,Sandstorms,Low,2,Snack,Scooter,1.0,Metropolitan,13.409462339213027
26,5.0,20.5,21.05,Sandstorms,Jam,1,Buffet,Scooter,0.0,Urban,9.056024276265347
22,4.7,15.15,15.2,Sunny,Medium,2,Meal,ElectricScooter,1.0,Metropolitan,6.120938502923837
26,4.1,21.3,21.35,Cloudy,Jam,1,Snack,Scooter,0.0,Urban,4.537640130462667
36,4.0,14.35,14.45,Fog,High,1,Drinks,Motorcycle,2.0,Metropolitan,6.080882967594327
25,4.6,21.5,22.05,Cloudy,Jam,1,Buffet,Motorcycle,0.0,Metropolitan,19.359307695550992
30,4.6,16.35,16.45,Cloudy,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,6.116927321899057
