DeliveryPersonAge,DeliveryPersonRatings,TimeOrdered,TimeOrderPickedUp,Sunny,Fog,Windy,Stormy,Sandstorms,Low,Medium,Jam,VehicleCondition,Snack,Drinks,Meal,Scooter,Motorcycle,MultipleDeliveries,Semi-Urban,Urban,Distance(km)
27,4.5,23.5,23.55,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1.0,0,1,12.234645517155796
26,4.7,20.6,21.15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,0,10.703215446671857
30,4.5,16.1,16.2,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0.0,0,0,6.210069011405746
27,5.0,20.5,21.05,0,0,1,0,0,0,0,1,2,0,0,1,1,0,1.0,1,0,13.89640627144465
36,4.5,17.35,17.45,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.0,0,1,9.121519225895119
30,4.0,12.1,12.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,6.050438648835732
35,4.5,23.2,23.3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1.0,0,0,7.7720962407184935
25,4.5,21.35,21.5,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0.0,0,0,19.042397449611613
21,4.3,21.2,21.25,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1.0,0,0,17.13921974225849
29,4.8,21.4,21.45,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0,0,4.56126563284071
21,4.8,17.35,17.45,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,0,1,16.903235903519843
21,4.1,20.55,20.6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1.0,0,1,12.418462399627495
34,4.7,20.5,21.05,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1.0,0,0,10.75710880025813
21,4.7,18.6,19.1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1.0,0,0,12.07933216823287
29,2.5,22.4,22.55,1,0,0,0,0,1,0,0,1,1,0,0,0,1,2.0,0,0,17.07269000033606
29,4.6,18.1,18.2,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0.0,0,0,7.573406195224182
29,4.1,21.15,21.2,0,1,0,0,0,0,0,1,2,1,0,0,0,1,1.0,0,0,10.924508385005714
27,4.5,23.45,23.6,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.0,0,0,11.98391053513802
26,5.0,18.5,18.55,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.0,0,0,13.82977049957229
25,5.0,13.55,14.1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1.0,0,0,6.128501214162246
35,4.8,12.5,12.6,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1.0,0,0,6.232373004507649
24,4.9,11.6,12.1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1.0,0,1,3.1161417126181274
28,4.7,8.6,9.05,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1.0,0,0,1.5523584795777219
21,4.9,17.5,17.55,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1.0,0,0,9.220418694558179
30,4.2,18.5,18.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1.0,0,0,20.182482607604513
32,4.8,20.3,20.45,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0.0,0,0,16.385802266862793
30,4.6,19.25,19.4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,20.968993556155134
20,4.5,19.1,19.25,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0.0,1,0,12.254988311075596
39,4.6,20.55,21.1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0,0,10.905993510336609
30,4.2,13.6,14.05,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,5.958831946914462
25,4.8,18.1,18.15,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1.0,0,0,4.609743188391016
38,4.8,8.3,8.45,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0.0,0,1,2.979626144829987
36,4.5,23.35,23.4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1.0,0,0,12.257619701209578
25,4.5,14.25,14.3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1.0,0,1,6.210543032489626
35,4.8,18.3,18.35,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0,1,9.074821802568852
27,4.5,10.1,10.25,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,3.0188284633848217
26,5.0,21.1,21.15,0,0,0,1,0,0,0,1,2,1,0,0,1,0,1.0,0,0,7.762461854550194
38,5.0,19.15,19.3,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1.0,0,0,4.589834614418373
21,4.6,9.4,9.5,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0.0,0,0,1.5581398113186737
36,4.8,8.4,8.55,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1.0,1,0,1.520369481743939
28,5.0,20.35,20.45,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1.0,0,0,10.641490945494409
26,4.2,13.2,13.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,6.0504060616582525
31,4.8,20.45,20.6,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1.0,0,0,10.866215152975023
37,4.6,23.55,23.6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.0,0,1,12.420345124240976
33,4.5,20.1,20.25,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0,7.646049300624548
33,4.9,8.15,8.3,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1.0,0,0,1.5294841760997977
25,4.2,20.45,20.5,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1.0,0,0,13.788747286078188
28,5.0,23.35,23.45,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0.0,0,0,19.76171176132034
31,4.0,20.1,20.25,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2.0,0,0,12.107955561823772
23,4.6,19.25,19.4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,1,7.64610474832152
33,4.8,20.2,20.35,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2.0,0,1,19.91059239709516
38,4.8,9.55,9.6,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1.0,1,0,3.087924681704674
36,4.2,21.15,21.25,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1.0,0,0,9.348114492434787
35,4.8,18.25,18.4,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,0,0,4.65818248829983
34,3.3,22.5,22.6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0,0,0,19.087110814122536
31,4.5,23.45,23.55,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0,0,7.720586657032256
23,4.7,21.3,21.45,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1.0,0,0,19.472033277853686
29,4.8,19.2,19.35,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0.0,0,1,12.418408999826822
25,4.6,23.15,23.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,9.055981117924203
34,4.2,17.4,17.45,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1.0,0,0,4.464734973807576
35,4.0,12.4,12.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0,0,5.958586130823786
34,4.6,8.6,9.05,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,2.930180183062264
29,4.6,18.1,18.15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,7.790314135591859
34,4.4,9.5,10.05,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0,0,0,3.108983787513406
21,4.7,21.1,21.25,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0,0,7.450185408246093
36,4.3,20.45,20.5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1.0,0,0,19.470884197808502
35,4.7,14.45,14.5,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1.0,0,0,5.992191829586483
34,4.8,19.2,19.35,1,0,0,0,0,0,0,1,2,0,1,0,1,0,1.0,0,0,19.618739348801018
31,4.8,23.55,24.1,0,1,0,0,0,1,0,0,2,0,0,1,1,0,1.0,0,0,4.469351491411031
37,4.5,19.15,19.2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,0,0,17.09806123890409
35,4.3,14.55,14.6,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1.0,1,0,6.147383751705428
20,4.7,23.5,24.05,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1.0,0,1,13.62208523449083
27,5.0,19.15,19.3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1.0,0,0,9.220865975037842
20,4.6,12.45,12.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0,1,6.2105896103141776
22,4.6,17.15,17.25,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0.0,0,0,13.972131143083212
38,4.1,18.25,18.4,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1.0,0,0,10.723264172167632
37,4.9,19.35,19.4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0,0,7.683556858430526
27,4.9,20.1,20.25,0,0,1,0,0,0,0,1,2,1,0,0,0,1,1.0,0,0,9.326651352175272
31,4.8,10.1,10.2,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0.0,0,0,1.5125236323325255
26,4.8,22.45,22.6,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0.0,0,1,7.448412467877649
30,4.9,21.35,21.4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2.0,0,0,20.20729968887068
32,4.9,23.4,23.5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1.0,0,0,7.546888128063204
26,4.7,13.55,14.1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1.0,0,0,6.209449516823057
39,4.8,23.3,23.35,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1.0,0,0,9.326561838121483
23,4.7,14.6,15.15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0,0,1,5.87414902156866
34,4.6,22.3,22.45,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0.0,0,0,9.058825022192165
31,5.0,20.2,20.3,0,0,1,0,0,0,0,1,2,0,1,0,0,1,1.0,0,0,17.09806123890409
29,5.0,10.35,10.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,0,0,3459.629354463765
27,4.7,8.25,8.3,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0.0,0,1,3.105049191152739
27,4.6,17.3,17.45,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0.0,0,0,10.881731319465791
33,4.9,22.6,23.15,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,0,1,12.294124530423586
32,4.5,22.35,22.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,20.20634606758301
35,4.9,19.3,19.35,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0,0,9.055981117924203
24,4.9,22.45,22.55,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0,1,20.856833724898493
29,4.6,21.15,21.3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,0,1,4.5384079078628705
30,4.6,13.6,14.15,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0,0,1,6.036244196933988
35,4.9,23.1,23.25,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0,0,1,9.313705947300656
24,4.2,9.55,10.1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1.0,0,1,1.520431947999248
28,4.6,16.25,16.4,0,0,0,1,0,0,1,0,2,1,0,0,1,0,1.0,0,0,6.0504060616582525
24,5.0,20.3,20.35,0,0,1,0,0,0,0,1,2,0,0,1,1,0,1.0,0,0,11.916679298853882
20,4.8,23.5,23.6,0,1,0,0,0,1,0,0,2,1,0,0,0,1,1.0,0,1,14.021812013196106
21,3.7,21.5,21.6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,0,0,9.31563208704705
32,4.8,22.15,22.25,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1.0,1,0,19.471476176410082
39,4.3,17.15,17.2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.0,0,1,19.62041929653999
27,4.5,17.25,17.3,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0,0,1,7.60168152834193
37,4.4,23.35,23.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.0,0,0,19.618739348801018
22,4.9,19.55,20.05,0,0,0,1,0,0,0,1,2,0,0,1,1,0,1.0,0,0,4.610027010711368
26,4.4,13.55,13.6,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.0,0,1,6.12918392293498
24,4.9,17.5,17.6,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0,0,0,9.315702005351538
34,4.2,21.4,21.45,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1.0,0,0,7.448311138215936
28,4.8,22.2,22.25,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0,0,1,7.684129284114672
22,4.2,18.35,18.4,0,1,0,0,0,0,1,0,2,0,1,0,0,0,2.0,0,0,16.385730104308024
25,4.8,22.35,22.5,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1.0,0,0,4.663438748149054
37,4.8,15.15,15.3,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1.0,0,1,6.05366065847918
33,4.6,19.55,19.6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0,0,4.561112369847916
30,4.7,17.25,17.35,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1.0,0,1,19.659373527443684
33,4.9,22.45,22.5,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1.0,0,0,7.790122649763986
27,4.7,20.35,20.5,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0.0,0,0,13.429027601857161
26,5.0,17.25,17.4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0,0,0,10.868244074540835
36,4.8,16.4,16.55,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1.0,0,0,6.218076509100711
30,3.6,17.3,17.35,0,0,0,1,0,0,1,0,2,0,0,1,1,0,1.0,1,0,13.610877575672198
32,4.9,17.3,17.4,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2.0,0,0,12.29361121840287
33,4.3,19.1,19.15,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0.0,0,0,19.839448163880707
27,4.8,23.5,23.6,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1.0,0,0,4.658001279265391
25,4.9,18.35,18.5,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0.0,0,1,4.596439723177665
39,4.3,23.3,23.35,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0,0,0,12.074047498027575
32,4.9,8.35,8.45,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1.0,0,0,1.5544994921789963
36,4.6,19.35,19.45,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1.0,0,0,9.315702005351538
27,4.8,19.4,19.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,0,0,12.09893438000095
26,4.6,22.1,22.15,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0,0,17.0970739431768
39,4.5,9.5,9.55,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,0,0,2.9303382895478234
36,5.0,21.3,21.35,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1.0,0,0,16.72211869180285
32,4.7,23.6,24.15,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1.0,0,0,19.878389859457627
37,4.9,9.1,9.25,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0.0,0,0,3.104402431477901
30,4.4,19.25,19.4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0,0,9.192290417405088
29,4.5,17.1,17.2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0,0,0,9.077679565695691
21,4.6,22.15,22.2,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.0,0,0,4.663544352411129
20,4.5,8.2,8.35,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.0,0,0,3.0272487359269546
21,4.9,8.5,8.55,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1.0,0,0,1.5125654463644045
36,4.3,21.6,22.1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.0,0,0,19.61916749330441
39,4.2,11.55,12.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,3.0249808540967433
39,4.6,18.45,18.55,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0,1,9.075387359616569
21,4.9,20.6,21.1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1.0,0,0,7.790525266841046
23,4.8,8.55,8.6,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.0,0,0,3.1161470193369545
26,4.7,19.4,19.5,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0.0,0,0,12.237167878708663
36,4.6,16.5,17.05,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.0,0,0,6.040081211062099
28,4.8,17.35,17.5,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0.0,0,1,4.610285665960067
28,4.8,10.4,10.55,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1.0,0,0,3.105144913226864
24,4.6,20.25,20.35,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1.0,0,0,9.17624749258827
33,4.3,8.2,8.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,3.0295222215900934
25,4.8,19.5,20.05,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1.0,0,0,9.179538450826046
38,4.7,11.2,11.3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2.0,0,0,1.509467584367178
24,4.0,20.45,20.6,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1.0,0,1,12.09902345211663
27,4.9,11.6,12.05,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1.0,0,0,1.554619810773694
28,4.7,19.15,19.25,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,16.368369640858596
35,4.5,18.15,18.3,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0.0,0,1,13.612594236925654
32,4.9,22.3,22.45,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,0,1,19.661098170299198
35,4.9,17.55,18.1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0,0,1,16.475980570724573
23,4.6,19.4,19.55,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1.0,0,0,12.435238152054547
33,4.6,20.35,20.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,1,4.656862974505059
36,4.8,8.2,8.3,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1.0,0,1,1.5125746930783428
36,4.3,20.15,20.3,0,0,0,1,0,0,0,1,2,1,0,0,0,1,1.0,0,0,20.253058591951753
22,4.8,18.25,18.35,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1.0,0,0,16.38598063528554
38,4.6,23.15,23.2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1.0,0,0,10.867473945951692
33,4.8,23.1,23.25,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0,0,1,10.724430107278945
35,4.2,22.55,23.1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2.0,0,0,4.674295333360666
33,4.1,9.2,9.3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1.0,0,0,3.109073410946993
20,4.9,10.15,10.3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,0,0,3.087779183156497
24,4.6,20.1,20.25,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1.0,0,0,17.07644834661623
37,4.6,19.2,19.35,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,0,7.461394236453525
38,4.6,21.55,22.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,1,7.4489701519330795
24,4.9,21.25,21.4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2.0,0,0,10.565128845647761
21,4.9,20.1,20.2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0,1,20.25510293833981
24,4.8,17.45,17.55,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0.0,0,1,8.93778311563518
37,5.0,21.25,21.3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1.0,0,0,10.254765380990598
33,5.0,10.55,11.05,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0,0,0,1.489792976782627
33,4.6,18.5,18.55,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,4.6576255671472415
24,4.6,14.35,14.4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0,0,6.1198667120156145
23,4.8,17.6,18.15,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0.0,0,1,10.64228895373868
39,4.9,18.45,18.55,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1.0,0,0,4.527261449200724
35,5.0,14.35,14.5,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1.0,0,0,6.037440799484659
27,4.5,18.35,18.45,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1.0,0,0,12.483922393843775
21,4.5,11.6,12.05,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1.0,0,0,3.073462803868858
24,5.0,19.35,19.4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.0,0,0,10.707006464770936
27,4.6,18.6,19.15,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1.0,0,0,20.20593639018606
32,4.6,12.25,12.4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1.0,0,0,6.128684140033282
27,4.6,18.2,18.25,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,0,0,10.868130915669623
22,4.8,9.15,9.25,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1.0,0,0,1.5297232853100242
22,4.6,22.5,22.6,0,1,0,0,0,1,0,0,2,1,0,0,1,0,1.0,0,0,10.590448391072325
26,5.0,18.55,18.6,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.0,0,0,9.314044064891696
20,4.5,20.55,20.6,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1.0,0,1,19.362825446415226
31,4.7,23.2,23.3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,0,12.116939023592712
22,4.9,17.4,17.45,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,4.663544352411129
34,4.8,23.2,23.35,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1.0,0,0,7.60180033473793
33,4.3,20.25,20.3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2.0,0,0,13.973207156405252
35,4.6,21.55,21.6,0,0,0,0,0,0,0,1,2,1,0,0,1,0,3.0,0,1,19.617573744443128
27,4.8,18.35,18.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,7.448363764234237
23,4.7,20.2,20.3,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0.0,0,1,7.66095172081025
29,5.0,19.4,19.45,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2.0,0,1,12.161009703058534
38,5.0,11.3,11.35,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.0,0,0,1.529751878579505
37,4.2,18.4,18.5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2.0,0,0,19.618630653002523
20,4.8,19.25,19.4,1,0,0,0,0,0,0,1,2,0,0,1,1,0,1.0,0,0,13.40589201844524
25,4.9,23.45,23.5,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0,0,10.569597346528383
26,4.9,22.35,22.5,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0.0,1,0,20.206420943723728
28,4.9,22.6,23.1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0,0,1,20.180635114114715
27,4.7,19.2,19.3,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1.0,0,0,10.756383853403822
39,4.5,9.15,9.2,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1.0,0,0,1.5125976112065025
36,4.1,20.35,20.5,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1.0,0,0,9.348068923522018
35,4.6,9.3,9.45,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1.0,0,1,1.5525609831264333
35,4.9,20.35,20.4,0,0,0,0,1,0,0,1,2,0,1,0,0,1,1.0,0,0,7.772809995408273
38,3.5,22.6,23.1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1.0,0,0,19.658828717454107
28,4.8,21.55,22.05,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1.0,0,0,12.20987539906126
32,4.8,11.45,11.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1.5527001159059903
39,4.7,22.45,22.5,0,1,0,0,0,1,0,0,2,0,1,0,0,1,1.0,0,1,7.448298968601334
23,4.9,11.15,11.2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.0,0,0,1.5545625412407003
33,4.9,22.4,22.45,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1.0,0,1,10.865776701899678
30,4.7,8.5,8.6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,1.5522165637171133
35,4.3,23.2,23.35,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.0,0,0,4.561267998364189
34,5.0,18.3,18.45,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1.0,0,1,10.90628903651029
20,4.9,15.15,15.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0,0,6.146925931738804
25,4.2,12.4,12.45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0,0,6.232152800668749
24,4.9,22.55,23.05,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0.0,0,0,7.601362669750945
23,4.6,19.15,19.2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1.0,0,1,7.448298968601334
33,4.5,17.5,17.55,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0.0,0,0,4.528570754218756
21,4.7,18.5,19.05,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,17.097896810816284
30,4.9,19.25,19.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0,10.708220667367794
37,4.8,16.45,16.55,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.0,0,1,6.209021101535612
28,4.1,20.2,20.35,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0.0,0,0,10.708220667367794
31,5.0,10.45,10.55,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0,0,1,1.5093577696337532
20,5.0,18.6,19.15,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0,0,0,10.42732189063304
39,4.4,21.35,21.45,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1.0,0,0,19.37374583495492
33,4.8,23.55,24.1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1.0,0,0,10.865065738215941
36,5.0,22.55,23.05,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1.0,0,0,12.436148456121032
29,5.0,17.25,17.3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1.0,0,0,12.256321133212229
20,4.7,19.4,19.55,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0,0,1,4.6103798439313035
29,4.7,11.15,11.3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0,1,1.514793721388757
27,4.7,18.1,18.2,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1.0,0,0,7.646049300624548
21,4.9,19.1,19.15,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0,0,13.96960642768458
